Roulette,Wheel:,,,74516.626,,,,,
109,78130.6,59488.31,36893.73,,,,,,
110,78130.6,58758.2,41989.1,,,,,,
111,78130.6,58904.91,30937.72,,,,,,
112,78655.97,60303.62,33468.16,,,,,,
113,76449.66,59450.5,37465.23,,,,,,
114,76449.66,59801.31,18665.35,,,,,,
115,81555.3,60645.98,31616.56,,,,,,
116,77279.63,60047.16,39980.33,,,,,,
117,77279.63,61807.71,43508.8,,,,,,
118,78127.08,62019.7,38603.77,,,,,,
119,81228.5,61707.71,34896.18,,,,,,
120,78127.08,59616.99,29276.3,,,,,,
121,78127.08,59386.68,38595.08,,,,,,
122,78127.08,59034.86,35264.21,,,,,,
123,79129.2,57969.85,29030.75,,,,,,
124,79129.2,57383.92,29030.75,,,,,,
125,79129.2,56523.64,29373.78,,,,,,
126,79129.2,57525.08,29373.78,,,,,,
127,79009.57,56219.03,29373.78,,,,,,
128,80192.98,58120.15,32764.7,,,,,,
129,80111.5,60163.39,35984.73,,,,,,
130,79009.57,59798.31,35984.73,,,,,,
131,78130.33,56184.58,32766.63,,,,,,
132,77521.37,56383.3,35710.53,,,,,,
133,78389.69,59907.75,30760.73,,,,,,
134,78389.69,59774.56,34247.57,,,,,,
135,78389.69,57990.61,28498.83,,,,,,
136,78389.69,60202.26,28498.83,,,,,,
137,72966.79,60328.08,37831.2,,,,,,
138,72477.64,58365.96,41480.22,,,,,,
139,71154.51,57032.94,38052.6,,,,,,
140,73262.15,56006.82,36710.94,,,,,,
141,73926.82,57789.21,43274.92,,,,,,
142,73926.82,56050.16,42347.67,,,,,,
143,73262.15,54855.3,36862.48,,,,,,
144,73262.15,55254.34,39923.68,,,,,,
145,73262.15,53711.92,36485.5,,,,,,
146,73262.15,53203.54,30515.58,,,,,,
147,73262.15,53409.06,23359.15,,,,,,
148,73262.15,53278.34,23359.15,,,,,,
149,73262.15,55958.13,28286.84,,,,,,
150,73522.13,59155.64,33961.5,,,,,,
151,80956.37,61469.94,35601.59,,,,,,
152,77309.96,62771.65,44548.31,,,,,,
153,77309.96,62468.16,40403.43,,,,,,
154,77309.96,62863.47,41272.03,,,,,,
155,82379.46,64056.25,37036.88,,,,,,
156,82379.46,65219.46,38980.1,,,,,,
157,80170.63,63727.98,38980.1,,,,,,
158,79749.52,64646.36,41614.86,,,,,,
159,79749.52,63845.61,40921.68,,,,,,
160,79749.52,64980.46,47682.64,,,,,,
161,75674.66,61821.92,29844.11,,,,,,
162,75674.66,62171.28,42924.19,,,,,,
163,75674.66,63393.98,41204.08,,,,,,
164,75674.66,62426,37103.93,,,,,,
165,78885.99,64430.38,41418.84,,,,,,
166,77144.14,63198.8,46581.63,,,,,,
167,77713.93,63595.02,47769.46,,,,,,
168,81511.61,63856.52,44286.63,,,,,,
169,74808.13,62111.99,40710.28,,,,,,
170,74808.13,61891.26,42465.99,,,,,,
171,74808.13,61550.11,40664.83,,,,,,
172,75819.72,62055.89,40664.83,,,,,,
173,75819.72,61098.2,36345.56,,,,,,
174,75819.72,61146.08,41351.37,,,,,,
175,75819.72,60048.83,38968.64,,,,,,
176,75819.72,59259.59,34005.56,,,,,,
177,74258.89,57302.33,38968.64,,,,,,
178,72284.17,58042.25,41633.52,,,,,,
179,71001.64,56811.07,36476.47,,,,,,
180,71001.64,55744.88,30534.46,,,,,,
181,74276.64,55106.27,29601.07,,,,,,
182,74276.64,54608.47,26405.54,,,,,,
183,82742.65,56431.8,26405.54,,,,,,
184,82742.65,55995.08,22113.83,,,,,,
185,82742.65,57252.81,31626.86,,,,,,
186,82742.65,61106.12,36469.26,,,,,,
187,82742.65,63139.13,35879.11,,,,,,
188,82742.65,63842.75,41851.19,,,,,,
189,82566.89,63132.21,37611,,,,,,
190,81807.57,64605.02,43201.4,,,,,,
191,81422.71,66162.7,41817.53,,,,,,
192,84343.22,67361.75,38255.38,,,,,,
193,79393.26,67171.16,40552.71,,,,,,
194,79847.32,66616.85,48372.36,,,,,,
195,79847.32,63590.26,37455.79,,,,,,
196,79147.26,62393.8,28875.01,,,,,,
197,79147.26,65252.11,37455.79,,,,,,
198,79147.26,63165.62,37455.79,,,,,,
199,78523.14,63733.41,46229.48,,,,,,
200,78140.61,62729.09,39380.66,,,,,,
201,77855.13,63990.58,43104.4,,,,,,
202,78525.05,61629.75,38926.18,,,,,,
203,77855.13,62369.84,42785.82,,,,,,
204,77855.13,62928.2,35606.06,,,,,,
205,77855.13,64213.31,36257.42,,,,,,
206,77855.13,62965.35,25635.65,,,,,,
207,77328.25,62278.12,42961.26,,,,,,
208,73423.55,61065.11,40029.39,,,,,,
209,73396.91,62429.1,45056.72,,,,,,
210,76280.43,61867.06,43436.03,,,,,,
211,76280.43,61373.44,38472.28,,,,,,
212,76280.43,61093.39,41348.03,,,,,,
213,72638.83,60020.03,42880.64,,,,,,
214,70398.8,57237.55,29396,,,,,,
215,70398.8,56980.96,39305.4,,,,,,
216,70398.8,57107.89,31648.7,,,,,,
217,69440.7,56051.13,31648.7,,,,,,
218,67317.67,55775.49,39268.63,,,,,,
219,69305.09,55583.27,35255.77,,,,,,
220,69888.85,55086.15,35563.26,,,,,,
221,71088.88,53654.96,26595.27,,,,,,
222,66051.95,55124.77,31276.15,,,,,,
223,66580.09,55520.78,31276.15,,,,,,
224,66580.09,55318.86,31505.4,,,,,,
225,68740.3,54009.54,27692.75,,,,,,
226,68740.3,53311.22,30020.01,,,,,,
227,73546.46,52815.63,27395.13,,,,,,
228,67047.19,54117.44,36504.78,,,,,,
229,67047.19,53771.78,36504.78,,,,,,
230,69279.6,52808.41,30987.11,,,,,,
231,72157.4,53855.37,15420.98,,,,,,
232,69979.8,51739.89,30342.59,,,,,,
233,69279.6,52245.32,34289.33,,,,,,
234,69279.6,51543.69,36914.25,,,,,,
235,69279.6,52082.59,30016.65,,,,,,
236,69279.6,50578.81,31357.27,,,,,,
237,69279.6,50845.65,27393.02,,,,,,
238,69957.6,49338.86,25700.65,,,,,,
239,69279.6,49639.49,30981.96,,,,,,
240,69279.6,49953.73,32376.25,,,,,,
241,65460.95,50417.75,33553.42,,,,,,
242,65216.45,51641.14,27876.41,,,,,,
243,65216.45,50706.55,29734.4,,,,,,
244,67907.51,50087.73,29734.4,,,,,,
245,66992.74,50403.03,28846.38,,,,,,
246,65740.99,50559.53,27066.25,,,,,,
247,65740.99,47704.77,24452.22,,,,,,
248,67566.97,50009.44,28731.21,,,,,,
249,67566.97,50687.45,14539.81,,,,,,
250,66904.85,51037.6,33564.17,,,,,,
251,65740.99,52382.89,27231.83,,,,,,
252,65655.37,52159.33,26542.8,,,,,,
253,65655.37,51237.47,26542.8,,,,,,
254,70123.96,49460.08,30327.01,,,,,,
255,70123.96,49696.37,30581.53,,,,,,
256,71465.69,51575.86,31212.97,,,,,,
257,70123.96,50478.1,34697.01,,,,,,
258,70123.96,50489.89,34576.61,,,,,,
259,70123.96,50641.43,36853.14,,,,,,
260,70123.96,50556.54,29771.19,,,,,,
261,70123.96,49028.28,30527.14,,,,,,
262,70123.96,48595.95,28254.84,,,,,,
263,70123.96,49469.5,28511.95,,,,,,
264,78340.83,50379.96,27687.19,,,,,,
265,70382.09,50893.31,31516.63,,,,,,
266,69341.83,48736.56,33150.89,,,,,,
267,69341.83,48922.36,33150.89,,,,,,
268,69341.83,50505.44,30638.23,,,,,,
269,77449.77,51520.32,30638.23,,,,,,
270,71748.69,52271.81,33478.38,,,,,,
271,71748.69,51468.4,29328.49,,,,,,
272,69253,49602.2,18125.45,,,,,,
273,69253,48789.84,23476.98,,,,,,
274,69253,47488.79,30837.68,,,,,,
275,69253,50497.67,25738.37,,,,,,
276,65493.04,48846.19,27584.52,,,,,,
277,65493.04,47163.98,27584.52,,,,,,
278,65183.75,46860.8,25833.57,,,,,,
279,66250.74,51129.56,32910.18,,,,,,
280,73367.31,52053.63,27380.5,,,,,,
281,70538.14,53340.54,31934.17,,,,,,
282,75814.08,57569.62,34601.78,,,,,,
283,70538.14,59129.33,41858.82,,,,,,
284,74324.39,57773.18,37997.4,,,,,,
285,68484.36,57228.16,37631.8,,,,,,
286,68500.53,54496.68,37697.59,,,,,,
287,73582.35,54268.45,33177.27,,,,,,
288,72759.43,58356.84,36781.88,,,,,,
289,72157.09,58924.57,36781.88,,,,,,
290,72157.09,59658.24,39473.76,,,,,,
291,71920.55,59034.82,41499.62,,,,,,
292,76647.52,60050.19,41499.62,,,,,,
293,79261.27,59439.15,39166.34,,,,,,
294,76647.52,59523.72,32919.07,,,,,,
295,70840.88,58236.22,36578.7,,,,,,
296,70840.88,58763.36,45494.8,,,,,,
297,70840.88,58790.23,41764.93,,,,,,
298,74532.22,56624.42,37492.43,,,,,,
299,66277.78,55700.47,40162.09,,,,,,
300,66277.78,55978.12,31281.31,,,,,,
301,68355.44,56225.46,31266.38,,,,,,
302,68821.86,56391.52,39333.26,,,,,,
303,71021.67,55453.7,41314.97,,,,,,
304,71021.67,55874.18,35857.9,,,,,,
305,71021.67,54162.16,31908.91,,,,,,
306,71021.67,53610.79,35474.71,,,,,,
307,71861.6,53610.71,35474.71,,,,,,
308,70701.75,52112.75,29931.83,,,,,,
309,69456.24,53339.29,29931.83,,,,,,
310,69456.24,53442.29,32596.54,,,,,,
311,69456.24,53049.7,32596.54,,,,,,
312,74364.19,53482.12,24961.66,,,,,,
313,69457.81,54820.27,30482.84,,,,,,
314,69653.45,55098.34,32510.82,,,,,,
315,69653.45,55676.67,32596.54,,,,,,
316,69653.45,55652.39,31447.09,,,,,,
317,69653.45,56780.89,38634.94,,,,,,
318,74659.78,55238.09,38634.94,,,,,,
319,74659.78,51797.68,31035.94,,,,,,
320,74659.78,50446.57,30250.96,,,,,,
321,74659.78,50543.88,30337.61,,,,,,
322,76809.53,51234.3,23242.98,,,,,,
323,66414.93,50729.74,30031.57,,,,,,
324,69148.57,50938.05,28626.93,,,,,,
325,66414.93,50536.99,22601.1,,,,,,
326,69000.39,52910.22,22840.76,,,,,,
327,70893.26,52619.08,22775.38,,,,,,
328,70893.26,52464.6,27145.31,,,,,,
329,69000.39,52313.53,21762.37,,,,,,
330,69000.39,51929.83,24472.6,,,,,,
331,67280.5,52075.96,34114.39,,,,,,
332,67280.5,50352.88,33365.57,,,,,,
333,67699.9,52809.18,34231.25,,,,,,
334,64072.75,51938.4,36570.24,,,,,,
335,64072.75,51508.09,38837.81,,,,,,
336,64072.75,50369.65,35671.17,,,,,,
337,70744.09,49660.2,25936.98,,,,,,
338,70744.09,51797.74,26434.42,,,,,,
339,70744.09,51885.56,29281.06,,,,,,
340,70744.09,53232.8,34657.52,,,,,,
341,73799.96,55260.85,31136.43,,,,,,
342,70744.09,57004.68,40477.96,,,,,,
343,70744.09,55784.24,35356.07,,,,,,
344,72045.69,58219.6,35532.02,,,,,,
345,73122.18,58093.48,33901.45,,,,,,
346,73122.18,61544.68,40821.08,,,,,,
347,76067.46,59323.95,39676.13,,,,,,
348,76067.46,60142.29,37670.09,,,,,,
349,76067.46,59804.79,36471.88,,,,,,
350,76067.46,61298.62,36069.57,,,,,,
351,76067.46,59637.22,36439.27,,,,,,
352,76067.46,59367.68,31828.16,,,,,,
353,75315.86,58584.77,34313.26,,,,,,
354,75315.86,59432.31,40582.5,,,,,,
355,75315.86,56311.2,28441.8,,,,,,
356,70727.12,54572.76,28441.8,,,,,,
357,70727.12,56043.1,37113.19,,,,,,
358,70727.12,55620.01,35117.37,,,,,,
359,70727.12,54566.68,34179.32,,,,,,
360,71634.56,54621.67,33785.79,,,,,,
361,71237.3,54156.2,34694,,,,,,
362,74743.57,54036.77,35871.02,,,,,,
363,76385.72,55728.68,28956.24,,,,,,
364,76385.72,56834.64,28956.24,,,,,,
365,74743.57,58614.34,28956.24,,,,,,
366,74919.7,59743.87,39126.55,,,,,,
367,71914.82,58555.8,40398.45,,,,,,
368,72750.33,59372.46,38734.33,,,,,,
369,77644.07,58627.14,38227.36,,,,,,
370,77644.07,56619.02,38227.36,,,,,,
371,73187.16,56163.47,36606.55,,,,,,
372,73701.36,57284.73,36643.88,,,,,,
373,73951.16,56830.43,24572.59,,,,,,
374,73951.16,57502.83,25573.02,,,,,,
375,73951.16,59405.54,39109.64,,,,,,
376,80643.02,61975.35,24907.26,,,,,,
377,80643.02,61335.41,31599.41,,,,,,
378,80643.02,60628.55,36252.79,,,,,,
379,75057.86,61222.28,37640.63,,,,,,
380,74524.05,59532.04,33674.51,,,,,,
381,81328.08,56309.11,24739.08,,,,,,
382,81387.67,58939.81,24739.08,,,,,,
383,81328.08,58538.82,32420.45,,,,,,
384,81328.08,58312.44,32872.45,,,,,,
385,81328.08,61467.76,31355.53,,,,,,
386,79603.99,61264.31,32872.45,,,,,,
387,85371.29,60100.95,28512.9,,,,,,
388,80422.74,60857.69,30292.1,,,,,,
389,80422.74,61985.3,34377.13,,,,,,
390,80422.74,61086.18,38024.29,,,,,,
391,79412.74,62136.34,42716.71,,,,,,
392,79412.74,58876.71,34483.32,,,,,,
393,79412.74,60357.2,39666.55,,,,,,
394,79412.74,59638.7,37379.92,,,,,,
395,79412.74,59938.46,38347.67,,,,,,
396,79412.74,59590.62,39666.55,,,,,,
397,78271.6,59050.09,40529.41,,,,,,
398,72254.33,60249.81,40529.41,,,,,,
399,74666.35,60325.35,32512.92,,,,,,
400,73325.51,60437.59,37916.04,,,,,,
401,73325.51,60002.63,37208.73,,,,,,
402,73325.51,57127.92,37208.73,,,,,,
403,73325.51,56463.77,39868.86,,,,,,
404,71024.63,58184.19,34616.7,,,,,,
405,69763.65,57934.34,33774.75,,,,,,
406,72197.78,57461.64,37261.8,,,,,,
407,72197.78,57223.89,35082.38,,,,,,
408,70061.9,57752.21,32091.48,,,,,,
409,70061.9,56157.22,37653.76,,,,,,
410,69898.88,55385.19,31590.6,,,,,,
411,69898.88,54462.54,20759.94,,,,,,
412,69898.88,54392.2,29281.79,,,,,,
413,69898.88,51875.93,28546.96,,,,,,
414,69930.89,55513.47,32914.77,,,,,,
415,69898.88,56266.07,37811.37,,,,,,
416,71788.46,56690.66,37811.37,,,,,,
417,71204.14,59280.14,37954.92,,,,,,
418,74209.87,58475.34,31860.57,,,,,,
419,72360.65,56675.63,30375.64,,,,,,
420,72360.65,58969.89,31860.57,,,,,,
421,72360.65,61051.34,44706.12,,,,,,
422,72360.65,59447.85,36588.12,,,,,,
423,72360.65,60027.39,31616.89,,,,,,
424,72360.65,60875.86,35427.06,,,,,,
425,72571.46,60419.37,35427.06,,,,,,
426,76483.09,59622.08,40028.59,,,,,,
427,72998.71,58861.89,40028.59,,,,,,
428,68772.32,57566.45,36477.57,,,,,,
429,70349.38,56950.03,36707.02,,,,,,
430,68772.32,57428.22,35008.36,,,,,,
431,79679.27,56129.43,35008.36,,,,,,
432,79679.27,57803.84,37935.96,,,,,,
433,79679.27,57050.69,37935.96,,,,,,
434,79679.27,55051.88,30539.46,,,,,,
435,79679.27,55408.34,31835.34,,,,,,
436,79050.69,57073.5,26559.81,,,,,,
437,75232.41,57181.84,35156.09,,,,,,
438,68432.17,54836.32,21074.16,,,,,,
439,68432.17,57456.59,46069.15,,,,,,
440,70132.21,57406.17,42707.94,,,,,,
441,81902.65,57902.67,43545.09,,,,,,
442,81902.65,57192.91,36710.11,,,,,,
443,81902.65,56867.74,36353.25,,,,,,
444,82376.45,58928.39,40556.17,,,,,,
445,85325.15,60348.75,30841.35,,,,,,
446,85325.15,59494.63,30841.35,,,,,,
447,82701.04,58307.22,29508.17,,,,,,
448,82701.04,61726.57,30841.35,,,,,,
449,83348.27,59343.02,30841.35,,,,,,
450,83348.27,59813.16,26879.66,,,,,,
451,81363.61,57812.87,15678.85,,,,,,
452,81363.61,61287.65,26183.29,,,,,,
453,81363.61,63907.37,30494.7,,,,,,
454,81363.61,63222.94,30494.7,,,,,,
455,81363.61,62792.9,36321.68,,,,,,
456,81832,61599.33,32698.37,,,,,,
457,81093,61887.17,39221.69,,,,,,
458,76231.49,63317.4,43183.03,,,,,,
459,78421.24,62486.29,39203.87,,,,,,
460,77935.51,63350.84,39203.87,,,,,,
461,77935.51,61779.45,39240.34,,,,,,
462,77935.51,60364.85,33954.42,,,,,,
463,77606.56,60916.37,28833.78,,,,,,
464,77007.53,60765.19,43317.74,,,,,,
465,76857.63,57963.01,43317.74,,,,,,
466,76857.63,57443.98,37097.33,,,,,,
467,76857.63,58906.8,34193,,,,,,
468,76857.63,58537.4,32757.94,,,,,,
469,76857.63,57963.35,32757.94,,,,,,
470,76857.63,56342.07,32346.11,,,,,,
471,76857.63,57793.55,32799.96,,,,,,
472,74146.32,57684.29,21021.29,,,,,,
473,74906.61,58037.39,35932.36,,,,,,
474,77810.46,56545.1,27634.73,,,,,,
475,76759.54,55540.1,27634.73,,,,,,
476,76759.54,55060.13,19152.43,,,,,,
477,76759.54,57399.52,30981.19,,,,,,
478,75002.74,56308.43,34238.35,,,,,,
479,75002.74,58343.16,26515.34,,,,,,
480,78932.2,61109.05,32341.5,,,,,,
481,75002.74,62160.43,32341.5,,,,,,
482,75002.74,59748.42,41835.9,,,,,,
483,74422.73,59815.81,40735.39,,,,,,
484,74972.4,62123.05,45233.88,,,,,,
485,74972.4,60540.94,44772.13,,,,,,
486,74972.4,60589.18,36958.93,,,,,,
487,74972.4,62375.81,38983.9,,,,,,
488,83147.12,61207.09,38983.9,,,,,,
489,83147.12,61298.51,38983.9,,,,,,
490,74972.4,59790.59,31838.15,,,,,,
491,75054.97,60329.9,38983.9,,,,,,
492,73610.97,61194.98,41952.75,,,,,,
493,75734.4,60006.43,40459.13,,,,,,
494,78809.12,57807.95,41642.33,,,,,,
495,75734.4,54488.38,36752.58,,,,,,
496,75734.4,55474.52,37541.01,,,,,,
497,76128.15,56224.1,39344.63,,,,,,
498,76128.15,55491.09,37294.39,,,,,,
499,78085.58,54005.88,31812.4,,,,,,
500,66412.79,53185.62,29569.17,,,,,,
,,,,,,,,,
1,44574.63,24197.66,2140.8,,,,,,
2,45767.25,26960.5,3576.27,,,,,,
3,50008.45,29340.94,3144.1,,,,,,
4,50008.45,31535.29,14103.52,,,,,,
5,56387.71,34381.08,13451.12,,,,,,
6,64389.69,37280.19,13451.12,,,,,,
7,64389.69,40045.03,21201.04,,,,,,
8,64389.69,42639.2,26622.9,,,,,,
9,64202.82,41728.59,12100.14,,,,,,
10,64202.82,42646.04,26368.68,,,,,,
11,64202.82,44882.51,19808.78,,,,,,
12,65235.02,44518.16,18113.95,,,,,,
13,62939.43,43195.73,12436.75,,,,,,
14,62939.43,44307.98,24561.35,,,,,,
15,62939.43,42751.99,24561.35,,,,,,
16,62939.43,43001.64,24561.35,,,,,,
17,62939.43,42628.38,19839.43,,,,,,
18,62939.43,42599.37,25769.05,,,,,,
19,62662.44,44356.13,26844.35,,,,,,
20,68253.07,45040.45,21813.27,,,,,,
21,62662.44,45193.74,21813.27,,,,,,
22,63146.04,44295.63,21813.27,,,,,,
23,68762.61,45672.86,15303.91,,,,,,
24,68762.61,44330.04,12668.67,,,,,,
25,68762.61,46326.23,14741.85,,,,,,
26,74984.85,47067.44,14741.85,,,,,,
27,65384.92,49304.99,26714.98,,,,,,
28,65711.71,51211.67,26714.98,,,,,,
29,65743.54,52491.01,26714.98,,,,,,
30,65711.71,52233.23,30419.16,,,,,,
31,65711.71,51879.62,22425.19,,,,,,
32,66694.54,52779.49,34444.27,,,,,,
33,66694.54,53811.74,36885.98,,,,,,
34,67041.27,52609.05,33906.76,,,,,,
35,71492.55,52022.57,36885.98,,,,,,
36,71579.33,52553.57,36790.47,,,,,,
37,71004.28,50483.98,30838.29,,,,,,
38,72587.78,50533.92,27366.24,,,,,,
39,71214.33,50939.47,27366.24,,,,,,
40,71214.33,52917.53,15467.67,,,,,,
41,70367.8,56147.24,32188.17,,,,,,
42,69094.97,55202.05,31979.92,,,,,,
43,69251.67,55462.43,25116.58,,,,,,
44,69251.67,56334.07,26131.51,,,,,,
45,69916.34,55537.28,31979.92,,,,,,
46,68429.76,55394.01,36172.16,,,,,,
47,73383.26,56152.48,30473.18,,,,,,
48,73848.89,56517.18,30714.23,,,,,,
49,69422.37,55831.77,32118.79,,,,,,
50,69564.78,56836.2,38029.62,,,,,,
51,72496.57,57656.16,38029.62,,,,,,
52,72496.57,58749.28,33966.49,,,,,,
53,70694.08,58960.53,32837.23,,,,,,
54,68566.33,54361.63,32837.23,,,,,,
55,68228.2,53114.91,29644.58,,,,,,
56,69630.95,55119.5,23077.94,,,,,,
57,68636.02,51887.74,23077.94,,,,,,
58,68636.02,50539.3,30500.57,,,,,,
59,68636.02,50679.34,17049.15,,,,,,
60,64757.73,48082.65,24736.54,,,,,,
61,67469.13,50835.95,29176.16,,,,,,
62,64757.73,47991.19,28909.56,,,,,,
63,61731.29,47338.03,28990.2,,,,,,
64,63802.06,48140.99,29653.75,,,,,,
65,68849.21,48540.84,26343.64,,,,,,
66,70511.46,47916.28,25970.24,,,,,,
67,68849.21,49382.53,33973.25,,,,,,
68,68849.21,49313.65,33973.25,,,,,,
69,66113.65,47874.57,26604.73,,,,,,
70,66113.65,48573.6,24881.12,,,,,,
71,68750,50157.81,22895.89,,,,,,
72,69418.54,49568.53,15084.76,,,,,,
73,69418.54,48997.02,30718.15,,,,,,
74,69418.54,48801.05,33800.2,,,,,,
75,67575.05,51181.47,35615.21,,,,,,
76,68912.28,52744.81,30999.83,,,,,,
77,72116.61,51782.26,31553.81,,,,,,
78,72219.73,52602.66,34290.79,,,,,,
79,72219.73,55066.41,32427.98,,,,,,
80,72219.73,54811.87,34515.89,,,,,,
81,72219.73,55252.83,39075.45,,,,,,
82,72116.61,55678.08,31377.27,,,,,,
83,72116.61,56822.3,26358.19,,,,,,
84,72843.01,57418.29,31236.54,,,,,,
85,72843.01,57003.72,31014.74,,,,,,
86,72843.01,56970.42,31236.54,,,,,,
87,72843.01,57835.51,31236.54,,,,,,
88,74218.47,58122.11,31236.54,,,,,,
89,72671.36,57516.6,34900.61,,,,,,
90,76640.81,58604.43,39590.59,,,,,,
91,70224.14,59253.37,38474.19,,,,,,
92,70580.35,59257.72,36852.91,,,,,,
93,70580.35,58119.66,36852.91,,,,,,
94,75416.08,59546.28,36797.9,,,,,,
95,76690.49,58289.23,33790.54,,,,,,
96,74567.67,59022.41,33790.54,,,,,,
97,74429.55,59116.15,41321.24,,,,,,
98,74429.55,57766.79,40917.99,,,,,,
99,74429.55,55306.69,29027.16,,,,,,
100,74429.55,57142.45,31384.07,,,,,,
101,74692.36,56528.66,31552.62,,,,,,
102,74692.36,57414.53,23669.18,,,,,,
103,74374.61,57995.86,30781.83,,,,,,
104,72349.1,58301.26,30781.83,,,,,,
105,71309.28,59785.58,26001.25,,,,,,
106,72314.11,60758.16,29513.48,,,,,,
107,77557.86,60503.07,29513.48,,,,,,
108,78470.28,62702,42824.98,,,,,,
109,82227.01,64452.67,45721.27,,,,,,
110,82227.01,62872.66,40575.81,,,,,,
111,82227.01,61408.66,35187.56,,,,,,
112,82227.01,61898.71,43573.88,,,,,,
113,82227.01,64907.19,48031.77,,,,,,
114,82227.01,62145.14,42254.41,,,,,,
115,82227.01,60895.8,45510.17,,,,,,
116,82227.01,58962.63,43089.79,,,,,,
117,82227.01,56675.75,33590.8,,,,,,
118,77242.87,57171.62,39335.02,,,,,,
119,82429.26,58340.02,34307.46,,,,,,
120,82429.26,57360.5,27504.63,,,,,,
121,82429.26,56476.01,16040.54,,,,,,
122,82429.26,57716.15,27504.63,,,,,,
123,82429.26,55836.27,33398.09,,,,,,
124,82429.26,57521.02,36618.78,,,,,,
125,82429.26,61659.28,37849.96,,,,,,
126,84917.41,62210.98,37849.96,,,,,,
127,85913.6,65025.5,34855.8,,,,,,
128,85913.6,67444.96,34855.8,,,,,,
129,85251.64,69218.25,30917.85,,,,,,
130,85251.64,70487.79,31433.79,,,,,,
131,85251.64,69161.54,44531.98,,,,,,
132,85251.64,73801.73,44531.98,,,,,,
133,85251.64,72847.2,49363.59,,,,,,
134,85251.64,72670.94,57020.79,,,,,,
135,82564.88,72346.44,54137.76,,,,,,
136,82429.26,72365.46,50995.59,,,,,,
137,82235.43,73882.2,61041.38,,,,,,
138,83383.5,71076.17,58255.31,,,,,,
139,83383.5,72128.42,58255.31,,,,,,
140,83308.03,72463.5,52781.2,,,,,,
141,83308.03,71214.69,52810.62,,,,,,
142,83308.03,71180.46,52476.07,,,,,,
143,83308.03,70524,49085.94,,,,,,
144,81874.37,69907.21,49085.94,,,,,,
145,81874.37,69320.91,49994.19,,,,,,
146,81874.37,67270.56,43016.42,,,,,,
147,79909.05,68333.03,49407.63,,,,,,
148,82176.58,67634.73,47520.34,,,,,,
149,82176.58,68112.66,41831.08,,,,,,
150,82176.58,68075.64,50424.81,,,,,,
151,82822.76,66234.18,51623.61,,,,,,
152,82822.76,65198.42,43239.36,,,,,,
153,82822.76,63507.41,41460.45,,,,,,
154,77468.49,62364.12,30318.12,,,,,,
155,77654.51,58019.62,30318.12,,,,,,
156,84183.14,60906.66,40443.08,,,,,,
157,84183.14,59191.65,39169.52,,,,,,
158,84183.14,60048.57,34350.33,,,,,,
159,84183.14,57762.61,33364.39,,,,,,
160,84183.14,56984.68,32725.08,,,,,,
161,84183.14,57750.09,32725.08,,,,,,
162,81266.44,56670.91,36941.72,,,,,,
163,81266.44,55979.3,25555.65,,,,,,
164,81266.44,57297.97,34716.23,,,,,,
165,71689.6,55411.91,34599.05,,,,,,
166,71689.6,54938.15,33301.47,,,,,,
167,71689.6,54405.59,26618.92,,,,,,
168,71689.6,53878.5,25214.29,,,,,,
169,74254.87,52281.45,31086.27,,,,,,
170,74254.87,52364.47,26929.44,,,,,,
171,74254.87,52353.64,20019.78,,,,,,
172,74254.87,53173.34,24862.57,,,,,,
173,74254.87,53775.27,30264.9,,,,,,
174,74254.87,54159.23,24751.47,,,,,,
175,74383.96,50158.11,20837.11,,,,,,
176,78995.54,55396.36,16301.26,,,,,,
177,74794.34,58041.22,30253.1,,,,,,
178,75306.72,59435.38,30253.1,,,,,,
179,76708.8,61489.35,43408.38,,,,,,
180,76708.8,60943.67,43525.84,,,,,,
181,73017.38,58847.83,41564.73,,,,,,
182,75408.01,60590.6,38860.89,,,,,,
183,73017.38,59926.34,39266.42,,,,,,
184,73017.38,57952.79,37795.99,,,,,,
185,77533.12,57303.35,33339.74,,,,,,
186,77533.12,56679.37,34366.1,,,,,,
187,77533.12,57024.22,30070.86,,,,,,
188,72887.01,56464.58,29518.93,,,,,,
189,72887.01,56048.93,26638.68,,,,,,
190,77880.19,56304.15,26638.68,,,,,,
191,77378.73,57962.24,28361.51,,,,,,
192,77378.73,58489.59,41710.27,,,,,,
193,79233.43,61604.73,35231.51,,,,,,
194,79233.43,62461.45,42024.55,,,,,,
195,73485.96,60879.47,43036.09,,,,,,
196,73485.96,59685.58,43036.09,,,,,,
197,73485.96,59823.53,39345.96,,,,,,
198,78159.34,58528.48,31915.86,,,,,,
199,78159.34,61353.01,33650.4,,,,,,
200,78159.34,61311.1,34451.82,,,,,,
201,78159.34,60947.27,25253.67,,,,,,
202,78159.34,60032.11,37424.12,,,,,,
203,78159.34,59085.23,30678.64,,,,,,
204,78159.34,59870.9,30678.64,,,,,,
205,78230.58,61256.92,38291.8,,,,,,
206,77891.96,62620.18,40885.62,,,,,,
207,78059.31,64989.12,42875.3,,,,,,
208,73786.54,63500.99,43066.34,,,,,,
209,78168.89,64424.47,47685.03,,,,,,
210,76164.16,63713.85,50379.78,,,,,,
211,76164.16,62550.71,46838.36,,,,,,
212,76164.16,63620.71,46838.36,,,,,,
213,76164.16,62178.68,40377.81,,,,,,
214,76331.6,63102.49,41653.28,,,,,,
215,76556.06,60895.54,35313.38,,,,,,
216,76556.06,60063.58,39472.93,,,,,,
